,priceDate,week,minPrice,maxPrice,modalPrice,edited,month,quarter,contWeekDay
0,2005-04-11,15,1120.0,1760.0,1200.0,0,4,2,1
1,2005-04-12,15,1120.0,1760.0,1200.0,0,4,2,1
2,2005-04-13,15,1200.0,1880.0,1280.0,0,4,2,1
3,2005-04-14,15,,,,0,4,2,1
4,2005-04-15,15,,,,0,4,2,1
5,2005-04-16,15,1200.0,1880.0,1280.0,0,4,2,1
6,2005-04-17,15,1200.0,1880.0,1280.0,YES,4,2,1
7,2005-04-18,16,1120.0,1600.0,1160.0,0,4,2,2
8,2005-04-19,16,1000.0,1520.0,1040.0,0,4,2,2
9,2005-04-20,16,1000.0,1550.0,1040.0,0,4,2,2
10,2005-04-21,16,1000.0,1550.0,1040.0,0,4,2,2
11,2005-04-22,16,1000.0,1550.0,1240.0,0,4,2,2
12,2005-04-23,16,880.0,1450.0,920.0,0,4,2,2
13,2005-04-24,16,880.0,1450.0,920.0,YES,4,2,2
14,2005-04-25,17,800.0,1200.0,840.0,0,4,2,3
15,2005-04-26,17,600.0,1050.0,640.0,0,4,2,3
16,2005-04-27,17,600.0,1125.0,640.0,0,4,2,3
17,2005-04-28,17,600.0,1125.0,640.0,0,4,2,3
18,2005-04-29,17,600.0,1125.0,640.0,0,4,2,3
19,2005-04-30,17,,,,0,4,2,3
20,2005-05-01,17,,,,0,5,2,3
21,2005-05-02,18,600.0,1250.0,640.0,0,5,2,4
22,2005-05-03,18,,,,0,5,2,4
23,2005-05-04,18,375.0,500.0,400.0,0,5,2,4
24,2005-05-05,18,,,,0,5,2,4
25,2005-05-06,18,600.0,1100.0,840.0,0,5,2,4
26,2005-05-07,18,600.0,1100.0,840.0,0,5,2,4
27,2005-05-08,18,600.0,1100.0,840.0,YES,5,2,4
28,2005-05-09,19,480.0,1000.0,520.0,0,5,2,5
29,2005-05-10,19,480.0,1000.0,760.0,0,5,2,5
30,2005-05-11,19,480.0,1000.0,520.0,0,5,2,5
31,2005-05-12,19,480.0,1000.0,520.0,0,5,2,5
32,2005-05-13,19,480.0,1000.0,520.0,0,5,2,5
33,2005-05-14,19,480.0,1050.0,520.0,0,5,2,5
34,2005-05-15,19,480.0,1050.0,520.0,YES,5,2,5
35,2005-05-16,20,480.0,900.0,520.0,0,5,2,6
36,2005-05-17,20,480.0,900.0,520.0,0,5,2,6
37,2005-05-18,20,480.0,900.0,520.0,0,5,2,6
38,2005-05-19,20,480.0,900.0,720.0,0,5,2,6
39,2005-05-20,20,640.0,900.0,720.0,0,5,2,6
40,2005-05-21,20,,,,0,5,2,6
41,2005-05-22,20,,,,0,5,2,6
42,2005-05-23,21,480.0,800.0,520.0,0,5,2,7
43,2005-05-24,21,640.0,950.0,720.0,0,5,2,7
44,2005-05-25,21,,,,0,5,2,7
45,2005-05-26,21,,,,0,5,2,7
46,2005-05-27,21,280.0,850.0,600.0,0,5,2,7
47,2005-05-28,21,280.0,850.0,360.0,0,5,2,7
48,2005-05-29,21,280.0,850.0,360.0,YES,5,2,7
49,2005-05-30,22,280.0,750.0,560.0,YES,5,2,8
50,2005-05-31,22,280.0,750.0,560.0,0,5,2,8
51,2005-06-01,22,280.0,750.0,560.0,0,6,2,8
52,2005-06-02,22,,,,0,6,2,8
53,2005-06-03,22,600.0,750.0,700.0,0,6,2,8
54,2005-06-04,22,400.0,750.0,700.0,0,6,2,8
55,2005-06-05,22,400.0,750.0,700.0,YES,6,2,8
56,2005-06-06,23,,,,0,6,2,9
57,2005-06-07,23,,,,0,6,2,9
58,2005-06-08,23,,,,0,6,2,9
59,2005-06-09,23,,,,0,6,2,9
60,2005-06-10,23,,,,0,6,2,9
61,2005-06-11,23,,,,0,6,2,9
62,2005-06-12,23,,,,0,6,2,9
63,2005-06-13,24,,,,0,6,2,10
64,2005-06-14,24,,,,0,6,2,10
65,2005-06-15,24,,,,0,6,2,10
66,2005-06-16,24,,,,0,6,2,10
67,2005-06-17,24,,,,0,6,2,10
68,2005-06-18,24,,,,0,6,2,10
69,2005-06-19,24,,,,0,6,2,10
70,2005-06-20,25,,,,0,6,2,11
71,2005-06-21,25,,,,0,6,2,11
72,2005-06-22,25,,,,0,6,2,11
73,2005-06-23,25,,,,0,6,2,11
74,2005-06-24,25,,,,0,6,2,11
75,2005-06-25,25,,,,0,6,2,11
76,2005-06-26,25,,,,0,6,2,11
77,2005-06-27,26,325.0,700.0,625.0,YES,6,2,12
78,2005-06-28,26,325.0,700.0,625.0,0,6,2,12
79,2005-06-29,26,325.0,875.0,750.0,0,6,2,12
80,2005-06-30,26,,,,0,6,2,12
81,2005-07-01,26,325.0,1000.0,875.0,0,7,3,12
82,2005-07-02,26,363.0,1050.0,950.0,0,7,3,12
83,2005-07-03,26,363.0,1050.0,950.0,YES,7,3,12
84,2005-07-04,27,500.0,1125.0,1000.0,0,7,3,13
85,2005-07-05,27,500.0,1125.0,1000.0,0,7,3,13
86,2005-07-06,27,500.0,1125.0,1000.0,0,7,3,13
87,2005-07-07,27,500.0,1250.0,1125.0,0,7,3,13
88,2005-07-08,27,550.0,1250.0,1125.0,0,7,3,13
89,2005-07-09,27,550.0,1250.0,1125.0,0,7,3,13
90,2005-07-10,27,550.0,1250.0,1125.0,YES,7,3,13
91,2005-07-11,28,550.0,1250.0,1125.0,0,7,3,14
92,2005-07-12,28,550.0,1250.0,1125.0,0,7,3,14
93,2005-07-13,28,550.0,1250.0,1125.0,0,7,3,14
94,2005-07-14,28,550.0,1250.0,1125.0,0,7,3,14
95,2005-07-15,28,550.0,1250.0,1125.0,0,7,3,14
96,2005-07-16,28,,,,0,7,3,14
97,2005-07-17,28,,,,0,7,3,14
98,2005-07-18,29,625.0,1375.0,1250.0,0,7,3,15
99,2005-07-19,29,625.0,1250.0,1100.0,0,7,3,15
100,2005-07-20,29,875.0,1250.0,1188.0,0,7,3,15
101,2005-07-21,29,875.0,1500.0,1375.0,0,7,3,15
102,2005-07-22,29,,,,0,7,3,15
103,2005-07-23,29,700.0,1125.0,1000.0,0,7,3,15
104,2005-07-24,29,700.0,1125.0,1000.0,YES,7,3,15
105,2005-07-25,30,600.0,1000.0,900.0,YES,7,3,16
106,2005-07-26,30,600.0,1000.0,900.0,0,7,3,16
107,2005-07-27,30,750.0,1200.0,1125.0,0,7,3,16
108,2005-07-28,30,750.0,1200.0,1125.0,0,7,3,16
109,2005-07-29,30,750.0,1200.0,1125.0,0,7,3,16
110,2005-07-30,30,625.0,875.0,813.0,0,7,3,16
111,2005-07-31,30,625.0,875.0,813.0,YES,7,3,16
112,2005-08-01,31,600.0,1600.0,1150.0,0,8,3,17
113,2005-08-02,31,625.0,875.0,813.0,0,8,3,17
114,2005-08-03,31,600.0,850.0,800.0,0,8,3,17
115,2005-08-04,31,625.0,850.0,800.0,0,8,3,17
116,2005-08-05,31,,,,0,8,3,17
117,2005-08-06,31,625.0,850.0,800.0,0,8,3,17
118,2005-08-07,31,625.0,850.0,800.0,YES,8,3,17
119,2005-08-08,32,500.0,800.0,750.0,0,8,3,18
120,2005-08-09,32,500.0,750.0,700.0,0,8,3,18
121,2005-08-10,32,,,,0,8,3,18
122,2005-08-11,32,475.0,700.0,650.0,0,8,3,18
123,2005-08-12,32,475.0,700.0,650.0,0,8,3,18
124,2005-08-13,32,475.0,725.0,675.0,0,8,3,18
125,2005-08-14,32,475.0,725.0,675.0,YES,8,3,18
126,2005-08-15,33,400.0,650.0,600.0,YES,8,3,19
127,2005-08-16,33,400.0,650.0,600.0,0,8,3,19
128,2005-08-17,33,375.0,600.0,550.0,0,8,3,19
129,2005-08-18,33,400.0,650.0,600.0,0,8,3,19
130,2005-08-19,33,400.0,650.0,600.0,0,8,3,19
131,2005-08-20,33,,,,0,8,3,19
132,2005-08-21,33,,,,0,8,3,19
133,2005-08-22,34,350.0,625.0,600.0,0,8,3,20
134,2005-08-23,34,250.0,600.0,500.0,0,8,3,20
135,2005-08-24,34,250.0,600.0,550.0,0,8,3,20
136,2005-08-25,34,313.0,750.0,688.0,0,8,3,20
137,2005-08-26,34,350.0,600.0,550.0,0,8,3,20
138,2005-08-27,34,350.0,600.0,550.0,0,8,3,20
139,2005-08-28,34,350.0,600.0,550.0,YES,8,3,20
140,2005-08-29,35,350.0,700.0,625.0,0,8,3,21
141,2005-08-30,35,350.0,750.0,700.0,0,8,3,21
142,2005-08-31,35,375.0,700.0,650.0,0,8,3,21
143,2005-09-01,35,400.0,700.0,650.0,0,9,3,21
144,2005-09-02,35,400.0,750.0,700.0,0,9,3,21
145,2005-09-03,35,400.0,750.0,700.0,0,9,3,21
146,2005-09-04,35,400.0,750.0,700.0,YES,9,3,21
147,2005-09-05,36,400.0,750.0,700.0,0,9,3,22
148,2005-09-06,36,400.0,750.0,700.0,0,9,3,22
149,2005-09-07,36,400.0,750.0,700.0,0,9,3,22
150,2005-09-08,36,400.0,800.0,725.0,0,9,3,22
151,2005-09-09,36,400.0,800.0,725.0,0,9,3,22
152,2005-09-10,36,400.0,750.0,450.0,0,9,3,22
153,2005-09-11,36,400.0,750.0,450.0,YES,9,3,22
154,2005-09-12,37,400.0,800.0,750.0,0,9,3,23
155,2005-09-13,37,400.0,800.0,750.0,0,9,3,23
156,2005-09-14,37,500.0,1000.0,750.0,0,9,3,23
157,2005-09-15,37,500.0,1050.0,600.0,0,9,3,23
158,2005-09-16,37,550.0,1250.0,700.0,0,9,3,23
159,2005-09-17,37,550.0,1200.0,650.0,0,9,3,23
160,2005-09-18,37,550.0,1200.0,650.0,YES,9,3,23
161,2005-09-19,38,550.0,1250.0,650.0,0,9,3,24
162,2005-09-20,38,750.0,1400.0,1250.0,0,9,3,24
163,2005-09-21,38,800.0,1600.0,1500.0,0,9,3,24
164,2005-09-22,38,750.0,1600.0,1500.0,0,9,3,24
165,2005-09-23,38,600.0,1550.0,1125.0,0,9,3,24
166,2005-09-24,38,600.0,1500.0,1125.0,0,9,3,24
167,2005-09-25,38,600.0,1500.0,1125.0,YES,9,3,24
168,2005-09-26,39,600.0,1600.0,1125.0,0,9,3,25
169,2005-09-27,39,750.0,1600.0,1125.0,0,9,3,25
170,2005-09-28,39,800.0,1800.0,1375.0,0,9,3,25
171,2005-09-29,39,800.0,1800.0,1375.0,0,9,3,25
172,2005-09-30,39,600.0,1600.0,1150.0,0,9,3,25
173,2005-10-01,39,600.0,1600.0,1150.0,0,10,4,25
174,2005-10-02,39,600.0,1600.0,1150.0,YES,10,4,25
175,2005-10-03,40,500.0,1200.0,1100.0,0,10,4,26
176,2005-10-04,40,500.0,1200.0,875.0,0,10,4,26
177,2005-10-05,40,500.0,1200.0,875.0,0,10,4,26
178,2005-10-06,40,500.0,1200.0,875.0,0,10,4,26
179,2005-10-07,40,500.0,1200.0,875.0,0,10,4,26
180,2005-10-08,40,500.0,1200.0,875.0,0,10,4,26
181,2005-10-09,40,500.0,1200.0,875.0,YES,10,4,26
182,2005-10-10,41,400.0,1000.0,688.0,0,10,4,27
183,2005-10-11,41,400.0,1000.0,688.0,0,10,4,27
184,2005-10-12,41,400.0,1100.0,688.0,0,10,4,27
185,2005-10-13,41,,,,0,10,4,27
186,2005-10-14,41,350.0,950.0,625.0,0,10,4,27
187,2005-10-15,41,350.0,1000.0,625.0,0,10,4,27
188,2005-10-16,41,350.0,1000.0,625.0,YES,10,4,27
189,2005-10-17,42,350.0,900.0,625.0,0,10,4,28
190,2005-10-18,42,300.0,1000.0,625.0,0,10,4,28
191,2005-10-19,42,300.0,950.0,625.0,0,10,4,28
192,2005-10-20,42,300.0,950.0,625.0,0,10,4,28
193,2005-10-21,42,300.0,950.0,700.0,0,10,4,28
194,2005-10-22,42,250.0,900.0,600.0,0,10,4,28
195,2005-10-23,42,250.0,900.0,600.0,YES,10,4,28
196,2005-10-24,43,250.0,900.0,600.0,0,10,4,29
197,2005-10-25,43,,,,0,10,4,29
198,2005-10-26,43,300.0,1000.0,800.0,0,10,4,29
199,2005-10-27,43,350.0,1000.0,850.0,0,10,4,29
200,2005-10-28,43,350.0,1050.0,1000.0,0,10,4,29
201,2005-10-29,43,300.0,1000.0,688.0,0,10,4,29
202,2005-10-30,43,300.0,1000.0,688.0,YES,10,4,29
203,2005-10-31,44,300.0,900.0,600.0,0,10,4,30
204,2005-11-01,44,300.0,1000.0,688.0,0,11,4,30
205,2005-11-02,44,250.0,875.0,600.0,0,11,4,30
206,2005-11-03,44,300.0,850.0,600.0,0,11,4,30
207,2005-11-04,44,300.0,800.0,600.0,0,11,4,30
208,2005-11-05,44,300.0,800.0,550.0,0,11,4,30
209,2005-11-06,44,300.0,800.0,550.0,YES,11,4,30
210,2005-11-07,45,300.0,800.0,600.0,0,11,4,31
211,2005-11-08,45,350.0,800.0,600.0,0,11,4,31
212,2005-11-09,45,350.0,800.0,400.0,0,11,4,31
213,2005-11-10,45,350.0,800.0,600.0,0,11,4,31
214,2005-11-11,45,400.0,800.0,750.0,0,11,4,31
215,2005-11-12,45,400.0,800.0,750.0,0,11,4,31
216,2005-11-13,45,400.0,800.0,750.0,YES,11,4,31
217,2005-11-14,46,450.0,875.0,800.0,0,11,4,32
218,2005-11-15,46,400.0,850.0,800.0,0,11,4,32
219,2005-11-16,46,450.0,850.0,800.0,0,11,4,32
220,2005-11-17,46,500.0,900.0,850.0,0,11,4,32
221,2005-11-18,46,500.0,1000.0,900.0,0,11,4,32
222,2005-11-19,46,500.0,1000.0,625.0,0,11,4,32
223,2005-11-20,46,500.0,1000.0,625.0,YES,11,4,32
224,2005-11-21,47,500.0,1000.0,800.0,0,11,4,33
225,2005-11-22,47,500.0,1000.0,938.0,0,11,4,33
226,2005-11-23,47,500.0,1000.0,938.0,0,11,4,33
227,2005-11-24,47,500.0,1000.0,938.0,0,11,4,33
228,2005-11-25,47,500.0,1000.0,938.0,0,11,4,33
229,2005-11-26,47,500.0,1000.0,938.0,0,11,4,33
230,2005-11-27,47,500.0,1000.0,938.0,YES,11,4,33
231,2005-11-28,48,500.0,1000.0,938.0,0,11,4,34
232,2005-11-29,48,,,,0,11,4,34
233,2005-11-30,48,500.0,1050.0,1000.0,0,11,4,34
234,2005-12-01,48,500.0,1050.0,1000.0,0,12,4,34
235,2005-12-02,48,500.0,1050.0,1000.0,0,12,4,34
236,2005-12-03,48,500.0,1100.0,1050.0,0,12,4,34
237,2005-12-04,48,500.0,1100.0,1050.0,YES,12,4,34
238,2005-12-05,49,1050.0,1250.0,1200.0,0,12,4,35
239,2005-12-06,49,750.0,1600.0,1550.0,0,12,4,35
240,2005-12-07,49,750.0,2400.0,1600.0,0,12,4,35
241,2005-12-08,49,750.0,2200.0,1400.0,0,12,4,35
242,2005-12-09,49,750.0,2300.0,1400.0,0,12,4,35
243,2005-12-10,49,750.0,2300.0,1400.0,0,12,4,35
244,2005-12-11,49,750.0,2300.0,1400.0,YES,12,4,35
245,2005-12-12,50,750.0,2300.0,1400.0,0,12,4,36
246,2005-12-13,50,650.0,2100.0,1125.0,0,12,4,36
247,2005-12-14,50,650.0,2400.0,1125.0,0,12,4,36
248,2005-12-15,50,650.0,2400.0,1125.0,0,12,4,36
249,2005-12-16,50,650.0,2200.0,1250.0,0,12,4,36
250,2005-12-17,50,650.0,2400.0,1250.0,0,12,4,36
251,2005-12-18,50,650.0,2400.0,1250.0,YES,12,4,36
252,2005-12-19,51,650.0,2400.0,1250.0,0,12,4,37
253,2005-12-20,51,650.0,2600.0,1250.0,0,12,4,37
254,2005-12-21,51,650.0,2600.0,1400.0,0,12,4,37
255,2005-12-22,51,600.0,2800.0,1125.0,0,12,4,37
256,2005-12-23,51,600.0,2800.0,1125.0,0,12,4,37
257,2005-12-24,51,600.0,2800.0,1700.0,0,12,4,37
258,2005-12-25,51,600.0,2800.0,1700.0,YES,12,4,37
259,2005-12-26,52,600.0,2700.0,750.0,0,12,4,38
260,2005-12-27,52,350.0,1000.0,850.0,0,12,4,38
261,2005-12-28,52,600.0,2550.0,2400.0,0,12,4,38
262,2005-12-29,52,600.0,2700.0,1125.0,0,12,4,38
263,2005-12-30,52,600.0,2700.0,750.0,0,12,4,38
264,2005-12-31,52,600.0,2700.0,2500.0,0,12,4,38
265,2006-01-01,52,600.0,2700.0,2500.0,YES,1,1,38
266,2006-01-02,1,600.0,2400.0,1125.0,0,1,1,39
267,2006-01-03,1,2200.0,2400.0,2300.0,0,1,1,39
268,2006-01-04,1,2200.0,2400.0,2300.0,0,1,1,39
269,2006-01-05,1,2050.0,2250.0,2150.0,0,1,1,39
270,2006-01-06,1,1950.0,2100.0,2000.0,0,1,1,39
271,2006-01-07,1,1850.0,2000.0,1900.0,0,1,1,39
272,2006-01-08,1,1850.0,2000.0,1900.0,YES,1,1,39
273,2006-01-09,2,1700.0,2000.0,1800.0,YES,1,1,40
274,2006-01-10,2,1700.0,2000.0,1800.0,0,1,1,40
275,2006-01-11,2,1550.0,1800.0,1650.0,0,1,1,40
276,2006-01-12,2,1333.0,2667.0,1933.0,0,1,1,40
277,2006-01-13,2,1200.0,1500.0,1400.0,0,1,1,40
278,2006-01-14,2,1100.0,1900.0,1700.0,0,1,1,40
279,2006-01-15,2,1100.0,1900.0,1700.0,YES,1,1,40
280,2006-01-16,3,1050.0,1700.0,1500.0,0,1,1,41
281,2006-01-17,3,1000.0,1700.0,1400.0,0,1,1,41
282,2006-01-18,3,1000.0,1600.0,1300.0,0,1,1,41
283,2006-01-19,3,1000.0,1400.0,1200.0,0,1,1,41
284,2006-01-20,3,1100.0,1300.0,1200.0,0,1,1,41
285,2006-01-21,3,1000.0,1200.0,1100.0,0,1,1,41
286,2006-01-22,3,1000.0,1200.0,1100.0,YES,1,1,41
287,2006-01-23,4,1000.0,1200.0,1100.0,0,1,1,42
288,2006-01-24,4,1067.0,1267.0,1200.0,0,1,1,42
289,2006-01-25,4,1067.0,1267.0,1200.0,0,1,1,42
290,2006-01-26,4,1067.0,1267.0,1200.0,YES,1,1,42
291,2006-01-27,4,1067.0,1267.0,1200.0,0,1,1,42
292,2006-01-28,4,1067.0,1267.0,1200.0,0,1,1,42
293,2006-01-29,4,1067.0,1267.0,1200.0,YES,1,1,42
294,2006-01-30,5,1067.0,1267.0,1200.0,0,1,1,43
295,2006-01-31,5,1067.0,1200.0,1133.0,0,1,1,43
296,2006-02-01,5,1067.0,1200.0,1133.0,0,2,1,43
297,2006-02-02,5,1000.0,1200.0,1133.0,0,2,1,43
298,2006-02-03,5,1067.0,1267.0,1200.0,0,2,1,43
299,2006-02-04,5,1133.0,1267.0,1233.0,0,2,1,43
300,2006-02-05,5,1133.0,1267.0,1233.0,YES,2,1,43
301,2006-02-06,6,1267.0,1400.0,1333.0,0,2,1,44
302,2006-02-07,6,1267.0,1400.0,1300.0,0,2,1,44
303,2006-02-08,6,1200.0,1400.0,1333.0,0,2,1,44
304,2006-02-09,6,1133.0,1333.0,1267.0,0,2,1,44
305,2006-02-10,6,1083.0,1400.0,1200.0,0,2,1,44
306,2006-02-11,6,1083.0,1333.0,1200.0,0,2,1,44
307,2006-02-12,6,1083.0,1333.0,1200.0,YES,2,1,44
308,2006-02-13,7,1083.0,1400.0,1200.0,0,2,1,45
309,2006-02-14,7,,,,0,2,1,45
310,2006-02-15,7,,,,0,2,1,45
311,2006-02-16,7,1200.0,1333.0,1267.0,0,2,1,45
312,2006-02-17,7,1267.0,1400.0,1333.0,0,2,1,45
313,2006-02-18,7,1267.0,1400.0,1333.0,0,2,1,45
314,2006-02-19,7,1267.0,1400.0,1333.0,YES,2,1,45
315,2006-02-20,8,,,,0,2,1,46
316,2006-02-21,8,,,,0,2,1,46
317,2006-02-22,8,,,,0,2,1,46
318,2006-02-23,8,,,,0,2,1,46
319,2006-02-24,8,,,,0,2,1,46
320,2006-02-25,8,1267.0,1400.0,1333.0,0,2,1,46
321,2006-02-26,8,1267.0,1400.0,1333.0,YES,2,1,46
322,2006-02-27,9,1133.0,1333.0,1250.0,0,2,1,47
323,2006-02-28,9,,,,0,2,1,47
324,2006-03-01,9,1133.0,1333.0,1250.0,0,3,1,47
325,2006-03-02,9,1100.0,1267.0,1167.0,0,3,1,47
326,2006-03-03,9,1100.0,1267.0,1167.0,0,3,1,47
327,2006-03-04,9,1200.0,1467.0,1333.0,0,3,1,47
328,2006-03-05,9,1200.0,1467.0,1333.0,YES,3,1,47
329,2006-03-06,10,1200.0,1400.0,1333.0,0,3,1,48
330,2006-03-07,10,1200.0,1417.0,1333.0,0,3,1,48
331,2006-03-08,10,1333.0,1667.0,1500.0,0,3,1,48
332,2006-03-09,10,1533.0,1800.0,1667.0,0,3,1,48
333,2006-03-10,10,1533.0,1667.0,1600.0,0,3,1,48
334,2006-03-11,10,1533.0,1667.0,1600.0,0,3,1,48
335,2006-03-12,10,1533.0,1667.0,1600.0,YES,3,1,48
336,2006-03-13,11,1333.0,1500.0,1417.0,YES,3,1,49
337,2006-03-14,11,1333.0,1500.0,1417.0,0,3,1,49
338,2006-03-15,11,,,,0,3,1,49
339,2006-03-16,11,1200.0,1333.0,1267.0,0,3,1,49
340,2006-03-17,11,1200.0,1333.0,1300.0,0,3,1,49
341,2006-03-18,11,1233.0,1333.0,1300.0,0,3,1,49
342,2006-03-19,11,1233.0,1333.0,1300.0,YES,3,1,49
343,2006-03-20,12,1267.0,1400.0,1367.0,0,3,1,50
344,2006-03-21,12,1267.0,1400.0,1367.0,0,3,1,50
345,2006-03-22,12,1267.0,1500.0,1433.0,0,3,1,50
346,2006-03-23,12,1267.0,1433.0,1367.0,0,3,1,50
347,2006-03-24,12,1267.0,1433.0,1367.0,0,3,1,50
348,2006-03-25,12,1233.0,1400.0,1333.0,0,3,1,50
349,2006-03-26,12,1233.0,1400.0,1333.0,YES,3,1,50
350,2006-03-27,13,1267.0,1400.0,1333.0,0,3,1,51
351,2006-03-28,13,1267.0,1400.0,1333.0,0,3,1,51
352,2006-03-29,13,1267.0,1400.0,1333.0,0,3,1,51
353,2006-03-30,13,1300.0,1400.0,1367.0,0,3,1,51
354,2006-03-31,13,1267.0,1400.0,1367.0,0,3,1,51
355,2006-04-01,13,1267.0,1400.0,1333.0,0,4,2,51
356,2006-04-02,13,1267.0,1400.0,1333.0,YES,4,2,51
357,2006-04-03,14,1333.0,1600.0,1400.0,0,4,2,52
358,2006-04-04,14,1333.0,1600.0,1400.0,0,4,2,52
359,2006-04-05,14,1200.0,1600.0,1300.0,0,4,2,52
360,2006-04-06,14,1200.0,1600.0,1300.0,0,4,2,52
361,2006-04-07,14,900.0,1400.0,1000.0,0,4,2,52
362,2006-04-08,14,833.0,1375.0,933.0,0,4,2,52
363,2006-04-09,14,833.0,1375.0,933.0,YES,4,2,52
364,2006-04-10,15,750.0,1650.0,1250.0,0,4,2,53
365,2006-04-11,15,750.0,1650.0,1250.0,0,4,2,53
366,2006-04-12,15,,,,0,4,2,53
367,2006-04-13,15,733.0,1650.0,1150.0,0,4,2,53
368,2006-04-14,15,733.0,1650.0,1150.0,0,4,2,53
369,2006-04-15,15,733.0,1650.0,1150.0,0,4,2,53
370,2006-04-16,15,733.0,1650.0,1150.0,YES,4,2,53
371,2006-04-17,16,700.0,1650.0,1125.0,0,4,2,54
372,2006-04-18,16,700.0,1650.0,1125.0,0,4,2,54
373,2006-04-19,16,733.0,1600.0,1125.0,0,4,2,54
374,2006-04-20,16,733.0,1600.0,1125.0,0,4,2,54
375,2006-04-21,16,667.0,1350.0,1063.0,0,4,2,54
376,2006-04-22,16,667.0,1300.0,875.0,0,4,2,54
377,2006-04-23,16,667.0,1300.0,875.0,YES,4,2,54
378,2006-04-24,17,600.0,1200.0,875.0,0,4,2,55
379,2006-04-25,17,667.0,1200.0,1000.0,0,4,2,55
380,2006-04-26,17,550.0,1200.0,950.0,0,4,2,55
381,2006-04-27,17,550.0,1200.0,900.0,0,4,2,55
382,2006-04-28,17,550.0,1200.0,900.0,0,4,2,55
383,2006-04-29,17,550.0,1200.0,938.0,0,4,2,55
384,2006-04-30,17,550.0,1200.0,938.0,YES,4,2,55
385,2006-05-01,18,450.0,1000.0,800.0,0,5,2,56
386,2006-05-02,18,450.0,1000.0,950.0,0,5,2,56
387,2006-05-03,18,450.0,1000.0,950.0,0,5,2,56
388,2006-05-04,18,,,,0,5,2,56
389,2006-05-05,18,,,,0,5,2,56
390,2006-05-06,18,450.0,1000.0,938.0,0,5,2,56
391,2006-05-07,18,450.0,1000.0,938.0,YES,5,2,56
392,2006-05-08,19,400.0,1000.0,925.0,0,5,2,57
393,2006-05-09,19,400.0,1000.0,750.0,0,5,2,57
394,2006-05-10,19,400.0,900.0,700.0,0,5,2,57
395,2006-05-11,19,400.0,900.0,700.0,0,5,2,57
396,2006-05-12,19,400.0,950.0,700.0,0,5,2,57
397,2006-05-13,19,400.0,950.0,675.0,0,5,2,57
398,2006-05-14,19,400.0,950.0,675.0,YES,5,2,57
399,2006-05-15,20,400.0,1000.0,725.0,0,5,2,58
400,2006-05-16,20,400.0,1300.0,850.0,0,5,2,58
401,2006-05-17,20,400.0,1000.0,700.0,0,5,2,58
402,2006-05-18,20,400.0,950.0,675.0,0,5,2,58
403,2006-05-19,20,400.0,950.0,675.0,0,5,2,58
404,2006-05-20,20,400.0,1000.0,900.0,0,5,2,58
405,2006-05-21,20,400.0,1000.0,900.0,YES,5,2,58
406,2006-05-22,21,400.0,1000.0,900.0,0,5,2,59
407,2006-05-23,21,400.0,1000.0,900.0,0,5,2,59
408,2006-05-24,21,400.0,1000.0,900.0,0,5,2,59
409,2006-05-25,21,,,,0,5,2,59
410,2006-05-26,21,,,,0,5,2,59
411,2006-05-27,21,400.0,1125.0,750.0,0,5,2,59
412,2006-05-28,21,400.0,1125.0,750.0,YES,5,2,59
413,2006-05-29,22,400.0,950.0,750.0,0,5,2,60
414,2006-05-30,22,400.0,950.0,875.0,0,5,2,60
415,2006-05-31,22,400.0,1050.0,750.0,0,5,2,60
416,2006-06-01,22,400.0,1050.0,750.0,0,6,2,60
417,2006-06-02,22,400.0,1050.0,750.0,0,6,2,60
418,2006-06-03,22,400.0,1000.0,750.0,0,6,2,60
419,2006-06-04,22,400.0,1000.0,750.0,YES,6,2,60
420,2006-06-05,23,500.0,1400.0,800.0,0,6,2,61
421,2006-06-06,23,500.0,1450.0,1000.0,0,6,2,61
422,2006-06-07,23,600.0,1600.0,1200.0,0,6,2,61
423,2006-06-08,23,600.0,1400.0,1000.0,0,6,2,61
424,2006-06-09,23,500.0,1275.0,900.0,0,6,2,61
425,2006-06-10,23,500.0,1200.0,900.0,0,6,2,61
426,2006-06-11,23,500.0,1200.0,900.0,YES,6,2,61
427,2006-06-12,24,500.0,1200.0,800.0,0,6,2,62
428,2006-06-13,24,500.0,1250.0,813.0,0,6,2,62
429,2006-06-14,24,500.0,1250.0,900.0,0,6,2,62
430,2006-06-15,24,500.0,1250.0,875.0,0,6,2,62
431,2006-06-16,24,500.0,1325.0,900.0,0,6,2,62
432,2006-06-17,24,438.0,1200.0,750.0,0,6,2,62
433,2006-06-18,24,438.0,1200.0,750.0,YES,6,2,62
434,2006-06-19,25,438.0,1400.0,900.0,0,6,2,63
435,2006-06-20,25,438.0,1400.0,900.0,0,6,2,63
436,2006-06-21,25,400.0,1400.0,900.0,0,6,2,63
437,2006-06-22,25,,,,0,6,2,63
438,2006-06-23,25,250.0,1150.0,700.0,0,6,2,63
439,2006-06-24,25,300.0,1150.0,725.0,0,6,2,63
440,2006-06-25,25,300.0,1150.0,725.0,YES,6,2,63
441,2006-06-26,26,300.0,1100.0,850.0,0,6,2,64
442,2006-06-27,26,300.0,1100.0,900.0,0,6,2,64
443,2006-06-28,26,400.0,1100.0,900.0,0,6,2,64
444,2006-06-29,26,500.0,1100.0,900.0,0,6,2,64
445,2006-06-30,26,500.0,1100.0,800.0,0,6,2,64
